Año,Trimestre,Fecha,Provincia,Banda ancha fija,Dial up,Mbps (Media de bajada),ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total,Accesos por cada 100 hogares,KPI_1,KPI_2
2021,4,2021-10-01,San Juan,79667,291.0,11.05274930815778,35868,13102,11072,11423,8493,79958,39.588851864871685,0.34,36.29
2022,1,2022-01-01,San Juan,87888,290.0,11.99,34038,14449,11294,20723,7674,88178,43.54598160933163,9.09,7.82
2022,2,2022-04-01,San Juan,100126,281.0,14.44,38570,19734,12328,21859,7916,100407,49.46,11.96,16.97
2022,3,2022-07-01,San Juan,103118,281.0,15.84,38570,22723,12328,21860,7918,103399,50.8,2.64,8.84
2022,4,2022-10-01,San Juan,103545,281.0,16.39,38570,22913,12491,21912,7940,103826,50.88,0.16,3.36
2014,1,2014-01-01,San Luis,12193,364.0,3.5028153221310823,11306,428,354,21,448,12557,9.347207842190002,,
2014,2,2014-04-01,San Luis,12691,364.0,3.5041044810417468,11306,925,354,22,448,13055,9.717910199871824,3.81,0.04
2014,3,2014-07-01,San Luis,12683,363.0,3.503113190184049,11303,925,355,25,438,13046,9.711210759672754,-0.07,-0.03
2014,4,2014-10-01,San Luis,12788,359.0,3.503621206358865,11419,926,355,24,423,13147,9.786393366351197,0.77,0.01
2015,1,2015-01-01,San Luis,12878,354.0,3.5009942704654264,11414,1025,351,30,412,13232,9.716048963760594,-0.72,-0.08
2015,2,2015-04-01,San Luis,12904,317.0,3.5027709531013613,11432,1025,354,33,377,13221,9.707971837203658,-0.08,0.05
2015,3,2015-07-01,San Luis,12902,317.0,3.502753871598256,11432,1025,354,31,377,13219,9.70650326873876,-0.02,-0.0
2015,4,2015-10-01,San Luis,12901,317.0,3.502937425860024,11432,1025,354,30,377,13218,9.705768984506312,-0.01,0.01
2016,1,2016-01-01,San Luis,12915,317.0,3.5029004392386534,11432,1042,354,27,377,13232,9.586346282770212,-1.25,-0.0
2016,2,2016-04-01,San Luis,12939,317.0,3.501983369175627,11432,1063,354,30,377,13256,9.60373385160232,0.18,-0.03
2016,3,2016-07-01,San Luis,12978,315.0,3.5030237740401677,11432,1113,354,23,371,13293,9.630539686885156,0.28,0.03
2016,4,2016-10-01,San Luis,12992,315.0,3.502824149975052,11432,1120,354,26,375,13307,9.640682435370556,0.11,-0.01
2017,1,2017-01-01,San Luis,12992,315.0,3.502824149975052,11432,1120,354,26,375,13307,9.545500193678896,-1.0,0.0
2017,2,2017-04-01,San Luis,12992,315.0,3.502824149975052,11432,1120,354,26,375,13307,9.513970314868304,-0.33,0.0
2017,3,2017-07-01,San Luis,21408,311.0,3.50338739319684,11407,7576,347,26,2363,21719,15.477861790298098,38.53,0.02
2017,4,2017-10-01,San Luis,14604,300.0,5.732208801354054,11104,1119,335,17,2329,14904,10.586731069754228,-46.2,38.88
2018,1,2018-01-01,San Luis,21096,300.0,5.89436270457927,11104,7594,368,16,2314,21396,15.14879034827491,30.12,2.75
2018,2,2018-04-01,San Luis,21168,300.0,5.900575184880855,11104,7666,368,16,2314,21468,15.150424491351384,0.01,0.11
2018,3,2018-07-01,San Luis,74121,300.0,8.814987579354126,11096,7784,368,52859,2314,74421,52.35311497551916,71.06,33.06
2018,4,2018-10-01,San Luis,96040,291.0,8.818992791900516,11108,7784,378,53097,23964,96331,67.55045369760039,22.5,0.05
2019,1,2019-01-01,San Luis,96044,291.0,8.708555188754593,11108,7784,378,53097,23968,96335,67.3379373977716,-0.32,-1.27
2019,2,2019-04-01,San Luis,117094,291.0,19.875972848399364,11130,10298,347,57242,38368,117385,81.789994425864,17.67,56.19
2019,3,2019-07-01,San Luis,122409,291.0,19.743826982349614,13037,10561,350,62286,36466,122700,85.22608876849344,4.03,-0.67
2019,4,2019-10-01,San Luis,108053,148.0,20.690353422143115,8569,8027,6,55266,36333,108201,74.92002603481464,-13.76,4.57
2020,1,2020-01-01,San Luis,110404,148.0,20.989379744282655,8301,7612,5,58301,36333,110552,76.30854184641933,1.82,1.42
2020,2,2020-04-01,San Luis,113804,148.0,21.02062693689071,8401,8357,6,60935,36253,113952,78.4096773527651,2.68,0.15
2020,3,2020-07-01,San Luis,116417,148.0,20.84992813378867,8401,10077,6,61828,36253,116565,79.96172209417188,1.94,-0.82
2020,4,2020-10-01,San Luis,119287,148.0,21.252954082189127,8417,11767,27,63019,36205,119435,81.67947806105701,2.1,1.9
2021,1,2021-01-01,San Luis,119006,148.0,21.594379804710776,8417,10678,28,63826,36205,119154,81.23730177127507,-0.54,1.58
2021,2,2021-04-01,San Luis,122670,148.0,21.66188998963924,8417,11308,28,66860,36205,122818,83.47810720063075,2.68,0.31
2021,3,2021-07-01,San Luis,117716,148.0,21.69870707116376,8417,11884,27,68856,28680,117864,79.87043349212911,-4.52,0.17
2021,4,2021-10-01,San Luis,118662,187.0,20.90972444801464,8472,11064,30,70560,28723,118849,80.29578283135379,0.53,-3.77
2022,1,2022-01-01,San Luis,119659,185.0,20.95,7987,11296,31,71809,28721,119844,80.72423060601774,0.53,0.19
2022,2,2022-04-01,San Luis,121559,182.0,19.32,6860,29034,248,70614,14985,121741,81.76,1.27,-8.44
2022,3,2022-07-01,San Luis,121888,182.0,19.33,6860,29363,248,70614,14985,122070,81.74,-0.02,0.05
2022,4,2022-10-01,San Luis,135028,192.0,30.67,6283,43460,3409,81557,511,135220,90.27,9.45,36.97
2014,1,2014-01-01,Santa Cruz,26304,460.0,3.315991479820628,18927,100,381,4092,3264,26764,28.939093063577776,,
2014,2,2014-04-01,Santa Cruz,26710,459.0,3.3181516601634398,18956,448,381,4118,3266,27169,29.377007153054272,1.49,0.07
2014,3,2014-07-01,Santa Cruz,25664,446.0,3.3073222601557406,17862,492,385,4273,3098,26110,28.231942904274984,-4.06,-0.33
2014,4,2014-10-01,Santa Cruz,25277,436.0,3.3330261837139634,17553,448,388,4395,2929,25713,27.802678969652344,-1.54,0.77
2015,1,2015-01-01,Santa Cruz,26217,424.0,3.474217030667377,16215,2700,392,4772,2562,26641,27.994863943494483,0.69,4.06
2015,2,2015-04-01,Santa Cruz,25384,379.0,3.47332349743749,15343,2707,396,4917,2400,25763,27.072245027448236,-3.41,-0.03
2015,3,2015-07-01,Santa Cruz,25912,359.0,3.4806877443585877,15540,2718,396,5226,2391,26271,27.60606098342944,1.93,0.21
2015,4,2015-10-01,Santa Cruz,26047,356.0,3.4809679619106126,15614,2723,396,5261,2409,26403,27.74476906647967,0.5,0.01
2016,1,2016-01-01,Santa Cruz,25931,356.0,3.48315808971074,15654,2723,396,5088,2426,26287,26.865862521449998,-3.27,0.06
2016,2,2016-04-01,Santa Cruz,25797,356.0,3.5021150276004565,15453,2722,396,4996,2586,26153,26.728911725319804,-0.51,0.54
2016,3,2016-07-01,Santa Cruz,25886,371.0,3.53583356483625,15570,2722,817,4978,2170,26257,26.835201895450695,0.4,0.95
2016,4,2016-10-01,Santa Cruz,26094,370.0,3.5639164089588604,15607,2722,1055,4823,2257,26464,27.04676021484584,0.78,0.79
2017,1,2017-01-01,Santa Cruz,26116,370.0,3.591930075636318,15502,2722,1272,4733,2257,26486,26.52499173785465,-1.97,0.78
2017,2,2017-04-01,Santa Cruz,26019,369.0,3.60311348968991,15311,2722,1365,4735,2255,26388,26.248619828709558,-1.05,0.31
2017,3,2017-07-01,Santa Cruz,33222,468.0,3.610470505758638,19220,5487,1544,4552,2887,33690,33.29182971658959,21.16,0.2
2017,4,2017-10-01,Santa Cruz,29018,434.0,5.206584828874508,18614,1668,582,4638,3950,29452,28.912492882806827,-15.15,30.66
2018,1,2018-01-01,Santa Cruz,33970,435.0,5.189289950855788,18615,4474,1799,6734,2783,34405,33.55275989857616,13.83,-0.33
2018,2,2018-04-01,Santa Cruz,33970,435.0,5.189289950855788,18615,4474,585,6734,3997,34405,33.33236451006607,-0.66,0.0
2018,3,2018-07-01,Santa Cruz,33565,434.0,5.369715716600383,18606,4574,585,6238,3996,33999,32.72785029455932,-1.85,3.36
2018,4,2018-10-01,Santa Cruz,24443,325.0,5.119507364772868,10659,4615,382,6378,2734,24768,23.68919410065612,-38.16,-4.89
2019,1,2019-01-01,Santa Cruz,24580,325.0,5.779992970397563,10659,4615,382,6514,2735,24905,23.66765499676892,-0.09,11.43
2019,2,2019-04-01,Santa Cruz,30225,325.0,6.008047317560813,10665,10257,379,6514,2735,30550,28.846063055322123,17.95,3.8
2019,3,2019-07-01,Santa Cruz,37642,328.0,5.017746940956451,10663,17056,969,6544,2738,37970,35.62816097885956,19.04,-19.74
2019,4,2019-10-01,Santa Cruz,39170,200.0,5.207925064069708,13264,15899,1036,6800,2371,39370,36.71136308535834,2.95,3.65
2020,1,2020-01-01,Santa Cruz,38625,197.0,6.417170627364028,12845,15766,1026,6817,2368,38822,35.97427628896549,-2.05,18.84
2020,2,2020-04-01,Santa Cruz,38672,197.0,6.593202418178028,12845,16044,1027,6585,2368,38869,35.79262396979603,-0.51,2.67
2020,3,2020-07-01,Santa Cruz,39084,197.0,6.649363712026633,12845,16098,1027,6938,2373,39281,35.95152890784452,0.44,0.84
2020,4,2020-10-01,Santa Cruz,40477,197.0,7.492108628119051,12347,19657,1041,4659,2970,40674,36.99957245908797,2.83,11.25
2021,1,2021-01-01,Santa Cruz,45868,197.0,7.501531847531764,12347,23089,5975,4264,390,46065,41.64783103990742,11.16,0.13
2021,2,2021-04-01,Santa Cruz,48785,197.0,7.629667005202396,12347,22967,6328,4269,3071,48982,44.01491665543425,5.38,1.68
2021,3,2021-07-01,Santa Cruz,48779,197.0,7.692326941812981,12347,22961,6328,4269,3071,48976,43.74732028012005,-0.61,0.81
2021,4,2021-10-01,Santa Cruz,48276,210.0,8.990650984477549,10790,22902,10031,4346,417,48486,43.05121466117346,-1.62,14.44
2022,1,2022-01-01,Santa Cruz,48898,204.0,10.89,10537,23420,10766,3974,405,49102,43.33842311053054,0.66,17.44
2022,2,2022-04-01,Santa Cruz,48987,198.0,11.81,10170,23725,10815,3896,579,49185,43.15,-0.44,7.79
2022,3,2022-07-01,Santa Cruz,49312,198.0,12.6,10170,24047,10815,3896,582,49510,43.19,0.09,6.27
2022,4,2022-10-01,Santa Cruz,50005,198.0,14.33,9702,23876,12217,3746,662,50203,43.53,0.78,12.07
2014,1,2014-01-01,Santa Fe,506000,612.0,3.1474068452786788,322662,174296,3059,5951,644,506612,47.84766256547095,,
2014,2,2014-04-01,Santa Fe,511753,605.0,3.3116910410979234,324101,178495,3085,6041,636,512358,48.39035138670138,1.12,4.96
2014,3,2014-07-01,Santa Fe,520196,691.0,3.375592912249111,325577,183630,4407,6540,733,520887,49.19588444557267,1.64,1.89
2014,4,2014-10-01,Santa Fe,528459,938.0,3.780707860716513,335267,183009,3205,6282,1634,529397,49.99962302348271,1.61,10.72
2015,1,2015-01-01,Santa Fe,535640,797.0,4.063283068408137,328809,199037,2845,4239,1507,536437,50.24449475931921,0.49,6.95
2015,2,2015-04-01,Santa Fe,545739,649.0,4.303196181656382,333117,204685,2877,4320,1389,546388,51.17653890867876,1.82,5.58
2015,3,2015-07-01,Santa Fe,556097,641.0,4.559895452402629,337042,209673,4169,4426,1428,556738,52.14595474084349,1.86,5.63
2015,4,2015-10-01,Santa Fe,561045,627.0,4.809873774553555,339843,212911,2885,4596,1437,561672,52.60808978585806,0.88,5.2
2016,1,2016-01-01,Santa Fe,551378,618.0,4.898136028952046,338052,204816,3014,4686,1428,551996,51.27734085407622,-2.6,1.8
2016,2,2016-04-01,Santa Fe,563867,607.0,5.1385985309185065,336244,219088,2981,4744,1417,564474,52.43647725937112,2.21,4.68
2016,3,2016-07-01,Santa Fe,566625,386.0,5.6772637615647845,334911,223011,3037,4862,1190,567011,52.67215036886248,0.45,9.49
2016,4,2016-10-01,Santa Fe,561470,362.0,6.040233328940666,326721,225792,3201,4946,1172,561832,52.19105023718895,-0.92,6.01
2017,1,2017-01-01,Santa Fe,562520,362.0,6.284036486892411,327458,226094,3210,4948,1172,562882,51.970107692080425,-0.43,3.88
2017,2,2017-04-01,Santa Fe,566918,362.0,6.838749250446204,329813,228102,3234,4958,1173,567280,52.26961123969867,0.57,8.11
2017,3,2017-07-01,Santa Fe,662086,256.0,7.792215148399743,322953,290655,6338,4897,37499,662342,60.90635563451515,14.18,12.24
2017,4,2017-10-01,Santa Fe,672137,323.0,10.297494601847182,341680,293831,10602,10965,15382,672460,61.7127712196729,1.31,24.33
2018,1,2018-01-01,Santa Fe,679717,309.0,11.173305005746002,341997,300421,10674,11636,15298,680026,62.28199844300957,0.91,7.84
2018,2,2018-04-01,Santa Fe,684243,309.0,11.74888462281756,337934,304349,11354,15801,15114,684552,62.57079239957442,0.46,4.9
2018,3,2018-07-01,Santa Fe,694883,217.0,12.357326043488577,339126,312866,11749,16337,15022,695100,63.4096146162309,1.32,4.92
2018,4,2018-10-01,Santa Fe,720161,229.0,13.179234899969485,335519,322782,14387,18705,28997,720390,65.58706886191564,3.32,6.24
2019,1,2019-01-01,Santa Fe,736851,227.0,12.986963477266004,340038,340344,15621,23215,17860,737078,66.97409094791476,2.07,-1.48
2019,2,2019-04-01,Santa Fe,743258,226.0,15.074549058890282,325420,355140,18236,21980,22708,743484,67.42291993321949,0.67,13.85
2019,3,2019-07-01,Santa Fe,760706,228.0,18.165529686687883,319396,377171,18690,24269,21408,760934,68.87178057593026,2.1,17.02
2019,4,2019-10-01,Santa Fe,769019,150.0,20.54719701980728,312072,382254,27464,26978,20401,769169,69.48235725596862,0.88,11.59
2020,1,2020-01-01,Santa Fe,770981,137.0,22.42405677003625,302366,383673,35123,30488,19468,771118,69.52357940253133,0.06,8.37
2020,2,2020-04-01,Santa Fe,777795,137.0,23.925791608984092,299974,381679,46698,30487,19094,777932,70.002168637187,0.68,6.28
2020,3,2020-07-01,Santa Fe,802861,137.0,25.690941341268072,295051,405807,45721,37112,19307,802998,72.12060247348236,2.94,6.87
2020,4,2020-10-01,Santa Fe,820676,137.0,27.294352446215623,287271,414746,62692,38712,17392,820813,73.58073807267776,1.98,5.87
2021,1,2021-01-01,Santa Fe,825990,137.0,28.130630073152936,277012,421480,70976,39140,17519,826127,73.91656407026184,0.45,2.97
2021,2,2021-04-01,Santa Fe,840449,151.0,30.7018831645519,256741,431915,90424,43997,17523,840600,75.06878626293008,1.53,8.37
2021,3,2021-07-01,Santa Fe,841433,151.0,33.13229624738131,245929,443156,93412,43447,15640,841584,75.01704762728227,-0.07,7.34
2021,4,2021-10-01,Santa Fe,866265,176.0,36.024023837275145,233427,444373,128856,43556,16229,866441,77.08920179439227,2.69,8.03
2022,1,2022-01-01,Santa Fe,870364,115.0,38.89,213486,444609,146552,45261,20571,870479,77.30458474758402,0.28,7.37
2022,2,2022-04-01,Santa Fe,878749,110.0,42.01,198492,428233,189503,43081,19550,878859,77.9,0.76,7.43
2022,3,2022-07-01,Santa Fe,887700,110.0,45.15,183740,426255,215189,43079,19547,887810,78.55,0.83,6.95
2022,4,2022-10-01,Santa Fe,887581,110.0,90.3,163621,412157,248558,44113,19242,887691,78.4,-0.19,50.0
2014,1,2014-01-01,Santiago Del Estero,37124,9.0,2.949471721499205,32567,3598,19,915,34,37133,16.309923503967603,,
2014,2,2014-04-01,Santiago Del Estero,38002,9.0,3.0697509211495944,32820,4231,19,907,34,38011,16.695567347354444,2.31,3.92
2014,3,2014-07-01,Santiago Del Estero,37539,9.0,3.0995465103889184,32820,3900,19,768,41,37548,16.49220390830193,-1.23,0.96
2014,4,2014-10-01,Santiago Del Estero,39308,9.0,3.4582244726597287,34110,4231,19,920,37,39317,17.26920158364512,4.5,10.37
2015,1,2015-01-01,Santiago Del Estero,39244,8.0,3.571104125126239,33813,4365,19,1020,35,39252,17.0558169911586,-1.25,3.16
2015,2,2015-04-01,Santiago Del Estero,39375,3.0,3.728811295360471,33873,4365,19,1091,30,39378,17.110566632982863,0.32,4.23
2015,3,2015-07-01,Santiago Del Estero,39394,3.0,3.911237321691457,33886,4365,19,1097,30,39397,17.11882253135319,0.05,4.66
2015,4,2015-10-01,Santiago Del Estero,39132,3.0,4.094101691450764,33582,4365,19,1139,30,39135,17.00497803803607,-0.67,4.47
2016,1,2016-01-01,Santiago Del Estero,37695,3.0,4.174011564306923,32838,3900,19,911,30,37698,16.205749206821952,-4.93,1.91
2016,2,2016-04-01,Santiago Del Estero,36958,3.0,4.309815179590645,32101,3900,19,911,30,36961,15.888925047306124,-1.99,3.15
2016,3,2016-07-01,Santiago Del Estero,35658,2.0,4.670123087013555,31730,3900,19,3,8,35660,15.329646578472886,-3.65,7.72
2016,4,2016-10-01,Santiago Del Estero,35049,2.0,4.866794431448622,30192,3900,19,911,29,35051,15.067847510433346,-1.74,4.04
2017,1,2017-01-01,Santiago Del Estero,34473,2.0,4.948965833284994,29616,3900,19,911,29,34475,14.702119493368588,-2.49,1.66
2017,2,2017-04-01,Santiago Del Estero,33194,2.0,5.05794740805446,28337,3900,19,911,29,33196,14.118988073971998,-4.13,2.15
2017,3,2017-07-01,Santiago Del Estero,82792,2.0,5.178558078335373,27733,54096,19,911,35,82794,35.12104488438485,59.8,2.33
2017,4,2017-10-01,Santiago Del Estero,68842,2.0,6.165600214985038,27313,40407,19,1025,80,68844,29.126386109501063,-20.58,16.01
2018,1,2018-01-01,Santiago Del Estero,82916,2.0,6.248210722163038,26788,54594,23,1432,81,82918,34.9882694482421,16.75,1.32
2018,2,2018-04-01,Santiago Del Estero,83773,2.0,5.911001646998384,26074,55935,23,1662,81,83775,35.25646421116424,0.76,-5.7
2018,3,2018-07-01,Santiago Del Estero,86358,2.0,5.779842512369051,25805,58789,23,1662,81,86360,36.24961697805127,2.74,-2.27
2018,4,2018-10-01,Santiago Del Estero,89333,2.0,6.309255243851745,25339,61243,23,2649,81,89335,37.40072595129344,3.08,8.39
2019,1,2019-01-01,Santiago Del Estero,89851,2.0,6.415070737969083,25337,61547,23,2847,99,89853,37.51941674600391,0.32,1.65
2019,2,2019-04-01,Santiago Del Estero,126752,2.0,7.103112882966522,24393,64783,219,2759,34600,126754,52.78997126317105,28.93,9.69
2019,3,2019-07-01,Santiago Del Estero,133130,2.0,9.38941313142636,24556,71198,219,2759,34400,133132,55.30391146854541,4.55,24.35
2019,4,2019-10-01,Santiago Del Estero,103587,1.0,9.792201844355846,24682,71239,200,2810,4657,103588,42.92077382358182,-28.85,4.11
2020,1,2020-01-01,Santiago Del Estero,102754,1.0,10.00053908049476,24695,70424,200,2779,4657,102755,42.466359187991806,-1.07,2.08
2020,2,2020-04-01,Santiago Del Estero,105446,1.0,10.411619106122004,25917,72074,355,3038,4063,105447,43.46716682468362,2.3,3.95
2020,3,2020-07-01,Santiago Del Estero,105491,1.0,10.87901727065974,26419,70720,555,4185,3613,105492,43.37593131691913,-0.21,4.3
2020,4,2020-10-01,Santiago Del Estero,106668,1.0,11.280765527511996,26812,70522,570,5169,3596,106669,43.749256620689934,0.85,3.56
2021,1,2021-01-01,Santiago Del Estero,111640,1.0,11.584174516498134,26468,75849,570,5158,3596,111641,45.67308282365455,4.21,2.62
2021,2,2021-04-01,Santiago Del Estero,114089,1.0,12.718797838683304,20734,83770,909,5081,3596,114090,46.557275364921054,1.9,8.92
2021,3,2021-07-01,Santiago Del Estero,115457,1.0,13.352723533519551,19939,85535,909,6147,2928,115458,47.0,0.94,4.75
2021,4,2021-10-01,Santiago Del Estero,115859,2.0,13.84088684951507,19032,86563,1088,6256,2922,115861,47.0459491943867,0.1,3.53
2022,1,2022-01-01,Santiago Del Estero,116459,2.0,14.5,18118,87979,1093,6349,2922,116461,47.17273839324049,0.27,4.55
2022,2,2022-04-01,Santiago Del Estero,118042,2.0,16.34,16561,80338,11605,6618,2922,118044,47.7,1.11,11.26
2022,3,2022-07-01,Santiago Del Estero,119030,2.0,17.69,15385,80937,13170,6618,2922,119032,47.98,0.58,7.63
2022,4,2022-10-01,Santiago Del Estero,119492,2.0,34.4,13577,80955,15117,6911,2934,119494,48.05,0.15,48.58
2014,1,2014-01-01,Tierra Del Fuego,27272,766.0,3.446887937323564,21618,2837,648,1,2934,28038,63.965925574153744,,
2014,2,2014-04-01,Tierra Del Fuego,27443,766.0,3.470095986812908,21618,3008,648,1,2934,28209,64.35604517159936,0.61,0.67
2014,3,2014-07-01,Tierra Del Fuego,28037,755.0,3.470981711419659,21840,3469,650,1,2832,28792,65.68610204476191,2.02,0.03
2014,4,2014-10-01,Tierra Del Fuego,28249,741.0,3.4747244698924056,21948,3664,655,1,2722,28990,66.13781947338316,0.68,0.11
2015,1,2015-01-01,Tierra Del Fuego,32726,730.0,3.453878085751408,22291,7924,657,1,2583,33456,74.23495170010268,10.91,-0.6
2015,2,2015-04-01,Tierra Del Fuego,32960,619.0,3.47751587628866,22636,7927,665,1,2350,33579,74.50787431664719,0.37,0.68
2015,3,2015-07-01,Tierra Del Fuego,33118,619.0,3.477721056932716,22636,8085,665,1,2350,33737,74.85845784033849,0.47,0.01
2015,4,2015-10-01,Tierra Del Fuego,29334,619.0,3.4748248642417257,22636,4301,665,1,2350,29953,66.46220433623792,-12.63,-0.08
2016,1,2016-01-01,Tierra Del Fuego,29867,619.0,3.475082632716791,22636,4834,665,1,2350,30486,65.83304163135006,-0.96,0.01
2016,2,2016-04-01,Tierra Del Fuego,30740,619.0,3.478692463211772,22636,5707,665,1,2350,31359,67.71824288255286,2.78,0.1
2016,3,2016-07-01,Tierra Del Fuego,31306,619.0,3.47654537746248,22636,6276,665,1,2347,31925,68.94049249100736,1.77,-0.06
2016,4,2016-10-01,Tierra Del Fuego,31938,619.0,3.476761467376085,22636,6905,665,1,2350,32557,70.30526590539473,1.94,0.01
2017,1,2017-01-01,Tierra Del Fuego,31938,619.0,3.476761467376085,22636,6905,665,1,2350,32557,68.91974851288131,-2.01,0.0
2017,2,2017-04-01,Tierra Del Fuego,31938,619.0,3.476761467376085,22636,6905,665,1,2350,32557,68.46322075955756,-0.67,0.0
2017,3,2017-07-01,Tierra Del Fuego,30883,583.0,3.475358271865121,21587,7012,622,1,2244,31466,65.74180473434595,-4.14,-0.04
2017,4,2017-10-01,Tierra Del Fuego,28346,508.0,5.203225704536838,19372,6906,530,1,2045,28854,59.89413596263622,-9.76,33.21
2018,1,2018-01-01,Tierra Del Fuego,31106,508.0,5.768082036032884,19372,9663,531,1,2047,31614,65.19963702359347,8.14,9.79
2018,2,2018-04-01,Tierra Del Fuego,44199,508.0,5.942745057375916,19372,22756,531,1,2047,44707,91.60519629538562,28.83,2.94
2018,3,2018-07-01,Tierra Del Fuego,45056,508.0,5.98788374717833,19365,22649,1502,1,2047,45564,92.77191839394062,1.26,0.75
2018,4,2018-10-01,Tierra Del Fuego,45716,544.0,7.436562008214025,19789,23349,1623,0,1499,46260,93.59257086207944,0.88,19.48
2019,1,2019-01-01,Tierra Del Fuego,45903,544.0,6.341101450612301,19789,23549,1623,0,1486,46447,93.37581922721242,-0.23,-17.28
2019,2,2019-04-01,Tierra Del Fuego,46910,544.0,6.34,19790,25527,651,0,1486,47454,94.79803428023492,1.5,-0.02
2019,3,2019-07-01,Tierra Del Fuego,48043,544.0,6.690701380143412,19790,26659,651,0,1487,48587,96.46210963092378,1.73,5.24
2019,4,2019-10-01,Tierra Del Fuego,40101,291.0,7.27,13261,26821,0,0,310,40392,79.69536136377089,-21.04,7.97
2020,1,2020-01-01,Tierra Del Fuego,38505,289.0,7.410865837696335,12854,25632,0,0,308,38794,76.06964979018785,-4.77,1.9
2020,2,2020-04-01,Tierra Del Fuego,38900,289.0,8.128329395457266,12854,26025,0,0,310,39189,76.36948260742473,0.39,8.83
2020,3,2020-07-01,Tierra Del Fuego,39366,289.0,8.506676055475614,12854,26491,0,0,310,39655,76.80909583946696,0.57,4.45
2020,4,2020-10-01,Tierra Del Fuego,39325,289.0,8.486806949337868,12853,26439,6,0,316,39614,76.26583496977399,-0.71,-0.23
2021,1,2021-01-01,Tierra Del Fuego,40133,289.0,8.734752396277898,12853,27247,6,0,316,40422,77.34935609177366,1.4,2.84
2021,2,2021-04-01,Tierra Del Fuego,35404,289.0,8.591921426483484,12853,22504,6,14,316,35693,67.88580775229184,-13.94,-1.66
2021,3,2021-07-01,Tierra Del Fuego,49934,289.0,9.52,12853,36958,6,16,390,50223,94.95386825985028,28.51,9.75
2021,4,2021-10-01,Tierra Del Fuego,52042,315.0,10.696704944050463,13317,38148,426,124,342,52357,98.40061644865432,3.5,11.0
2022,1,2022-01-01,Tierra Del Fuego,52298,313.0,10.73,13031,38700,416,124,340,52611,98.29055038672794,-0.11,0.31
2022,2,2022-04-01,Tierra Del Fuego,53458,312.0,10.97,12754,39837,403,125,651,53770,99.86,1.57,2.19
2022,3,2022-07-01,Tierra Del Fuego,53584,312.0,11.01,12754,39963,403,125,651,53896,99.51,-0.35,0.36
2022,4,2022-10-01,Tierra Del Fuego,54948,312.0,13.48,12754,41293,405,157,651,55260,101.44,1.9,18.32
2014,1,2014-01-01,Tucumán,129944,88.0,3.208341823551126,129717,83,121,13,98,130032,33.4209747934719,,
2014,2,2014-04-01,Tucumán,131981,88.0,3.34994476711167,131740,97,121,13,98,132069,33.94452688568229,1.54,4.23
2014,3,2014-07-01,Tucumán,131978,88.0,3.349897526769352,131739,97,117,13,100,132066,33.94375582221807,-0.0,-0.0
2014,4,2014-10-01,Tucumán,137329,95.0,3.860612310244953,137093,97,116,13,105,137424,35.32087516932818,3.9,13.23
2015,1,2015-01-01,Tucumán,138184,92.0,4.071078040242438,137857,115,116,88,100,138276,35.07860688538978,-0.69,5.17
2015,2,2015-04-01,Tucumán,140635,42.0,4.306812767469965,139944,479,116,88,50,140677,35.68770560918727,1.71,5.47
2015,3,2015-07-01,Tucumán,144272,42.0,4.572318667230303,142925,1135,116,88,50,144314,36.61035952774264,2.52,5.81
2015,4,2015-10-01,Tucumán,146053,42.0,4.882297946330778,144188,1653,116,88,50,146095,37.06217328329588,1.22,6.35
2016,1,2016-01-01,Tucumán,146596,41.0,5.004036640679885,144233,2165,116,74,49,146637,36.72477136636591,-0.92,2.43
2016,2,2016-04-01,Tucumán,148636,41.0,5.200979761760874,145486,2968,116,58,49,148677,37.23568289338424,1.37,3.79
2016,3,2016-07-01,Tucumán,151282,37.0,5.544683260191403,147259,3850,116,53,41,151319,37.89736341023836,1.75,6.2
2016,4,2016-10-01,Tucumán,151615,37.0,5.7277669342021085,146995,4482,116,14,45,151652,37.9807622036193,0.22,3.2
2017,1,2017-01-01,Tucumán,152734,37.0,5.8755073256955805,147373,5223,116,14,45,152771,37.90016075894098,-0.21,2.51
2017,2,2017-04-01,Tucumán,154374,37.0,6.093280445624717,149013,5223,116,14,45,154411,38.18623365639289,0.75,3.57
2017,3,2017-07-01,Tucumán,160979,33.0,6.385176801555399,154130,6431,106,40,305,161012,39.69537916123259,3.8,4.57
2017,4,2017-10-01,Tucumán,162298,34.0,9.106021307187058,156583,5223,105,102,319,162332,39.8968735176797,0.51,29.88
2018,1,2018-01-01,Tucumán,168026,31.0,9.355631684806106,158611,8921,107,368,50,168057,41.17600938886616,3.11,2.67
2018,2,2018-04-01,Tucumán,169926,31.0,13.506545729627105,160315,8965,110,252,315,169957,41.512563170017415,0.81,30.73
2018,3,2018-07-01,Tucumán,171135,31.0,15.255950362488306,161209,9280,110,252,315,171166,41.68101359528755,0.4,11.47
2018,4,2018-10-01,Tucumán,171972,32.0,16.58323444553027,159215,11670,119,686,314,172004,41.75796963877769,0.18,8.0
2019,1,2019-01-01,Tucumán,171970,32.0,16.573299964579572,159215,11670,118,678,321,172002,41.63074443134759,-0.31,-0.06
2019,2,2019-04-01,Tucumán,166299,32.0,18.52931788592033,153121,12089,116,684,321,166331,40.13604621420884,-3.72,10.56
