Año,Trimestre,Fecha,Provincia,Banda ancha fija,Dial up,Mbps (Media de bajada),ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total,Accesos por cada 100 hogares,KPI_1,KPI_2
2022,3,2022-07-01,La Rioja,86860,4.0,44.3,6842,53899,19697,6395,31,86864,80.66,0.64,2.3
2022,4,2022-10-01,La Rioja,86258,4.0,61.0,6120,54387,19328,6395,32,86262,79.86,-1.0,27.38
2014,1,2014-01-01,Mendoza,164084,1761.0,3.502680556555116,148970,12076,2480,37,2282,165845,31.91312298660578,,
2014,2,2014-04-01,Mendoza,165046,1761.0,3.503033182060705,148979,13030,2480,36,2282,166807,32.098238150241194,0.58,0.01
2014,3,2014-07-01,Mendoza,166184,1740.0,3.5028531768490665,150120,13030,2512,40,2222,167924,32.313179561655694,0.67,-0.01
2014,4,2014-10-01,Mendoza,167766,1848.0,3.498767768599914,151797,13030,2534,31,2222,169614,32.63838187615034,1.0,-0.12
2015,1,2015-01-01,Mendoza,168355,1805.0,3.499130670898351,152433,13030,2542,29,2126,170160,32.36588756051825,-0.84,0.01
2015,2,2015-04-01,Mendoza,169259,1564.0,3.4997241088624933,153301,13030,2572,38,1882,170823,32.49199583186653,0.39,0.02
2015,3,2015-07-01,Mendoza,169261,1562.0,3.500160951021911,153299,13030,2572,42,1880,170823,32.49199583186653,0.0,0.01
2015,4,2015-10-01,Mendoza,169251,1556.0,3.5017779300891023,153293,13030,2572,38,1874,170807,32.48895249500142,-0.01,0.05
2016,1,2016-01-01,Mendoza,169257,1553.0,3.5028689229788785,153299,13030,2576,34,1871,170810,32.12333888801278,-1.14,0.03
2016,2,2016-04-01,Mendoza,169274,1550.0,3.500168567871608,153321,13030,2576,29,1868,170824,32.12597179442594,0.01,-0.08
2016,3,2016-07-01,Mendoza,169174,1450.0,3.50729080145311,153233,13030,2576,28,1757,170624,32.08835884566649,-0.12,0.2
2016,4,2016-10-01,Mendoza,169274,1451.0,3.506603469745376,153320,13030,2579,27,1769,170725,32.10735338479002,0.06,-0.02
2017,1,2017-01-01,Mendoza,169282,1451.0,3.5072942051440963,153326,13030,2581,27,1769,170733,31.843012770179666,-0.83,0.02
2017,2,2017-04-01,Mendoza,169302,1451.0,3.507255863215121,153331,13030,2581,27,1784,170753,31.75860536139077,-0.27,-0.0
2017,3,2017-07-01,Mendoza,190958,1533.0,3.512962661663036,154036,33788,2772,29,1866,192491,35.70493177720565,11.05,0.16
2017,4,2017-10-01,Mendoza,178661,1490.0,5.71002586675844,152896,16114,3015,6206,1920,180151,33.32562553415048,-7.14,38.48
2018,1,2018-01-01,Mendoza,199463,1484.0,5.881626969169374,152931,36872,3086,6206,1852,200947,37.07215110240331,10.11,2.92
2018,2,2018-04-01,Mendoza,199468,1484.0,5.880529663045039,152938,36872,3084,6206,1852,200952,36.97287272406129,-0.27,-0.02
2018,3,2018-07-01,Mendoza,205545,1484.0,5.786015677158131,151033,40205,5744,8195,1852,207029,37.990597267996215,2.68,-1.63
2018,4,2018-10-01,Mendoza,204982,1322.0,5.746675102434321,148524,40205,5665,10363,1547,206304,37.757783845911696,-0.62,-0.68
2019,1,2019-01-01,Mendoza,204976,1322.0,5.742764175317399,148524,40205,5662,10363,1544,206298,37.657164970282864,-0.27,-0.07
2019,2,2019-04-01,Mendoza,222535,1322.0,6.02629690452623,148673,54027,6865,12748,1544,223857,40.754624235362655,7.6,4.7
2019,3,2019-07-01,Mendoza,223015,1322.0,6.10822854552147,148640,54312,6865,12975,1545,224337,40.73714258735342,-0.04,1.34
2019,4,2019-10-01,Mendoza,185157,623.0,7.785200889987086,96678,49711,24989,13672,730,185780,33.64903072027183,-21.06,21.54
2020,1,2020-01-01,Mendoza,182837,615.0,8.440867710216997,91955,50251,28059,12465,722,183452,33.14207670017271,-1.53,7.77
2020,2,2020-04-01,Mendoza,200569,615.0,9.274562732094155,91904,62941,29613,15924,802,201184,36.25224342110005,8.58,8.99
2020,3,2020-07-01,Mendoza,207173,615.0,10.18749103459563,91908,64672,32817,17523,868,207788,37.348633137232696,2.94,8.96
2020,4,2020-10-01,Mendoza,214838,615.0,11.093171319457166,91842,68364,36083,18331,833,215453,38.62957896227819,3.32,8.16
2021,1,2021-01-01,Mendoza,218308,615.0,12.599361245254226,91844,69295,38619,18332,833,218923,39.153661528996416,1.34,11.95
2021,2,2021-04-01,Mendoza,229052,619.0,13.465987205003026,91503,70834,44696,21811,827,229671,40.97324182617088,4.44,6.44
2021,3,2021-07-01,Mendoza,255320,619.0,13.365156173184468,91474,71247,70579,21811,828,255939,45.54828468056102,10.04,-0.75
2021,4,2021-10-01,Mendoza,266783,804.0,22.23158340100516,59842,71553,109667,24666,1859,267587,47.50531709031775,4.12,39.88
2022,1,2022-01-01,Mendoza,274399,786.0,26.2,49464,74145,123228,26969,1379,275185,48.73524093558345,2.52,15.15
2022,2,2022-04-01,Mendoza,278785,777.0,29.72,37663,77504,135504,26964,1927,279562,49.39,1.33,11.84
2022,3,2022-07-01,Mendoza,288746,777.0,34.16,37659,78858,142615,27625,2766,289523,51.03,3.21,13.0
2022,4,2022-10-01,Mendoza,291327,777.0,38.76,37655,77814,147080,27607,1948,292104,51.36,0.64,11.87
2014,1,2014-01-01,Misiones,73950,0.0,3.403126267679909,56597,17191,4,150,8,73950,23.13653864847733,,
2014,2,2014-04-01,Misiones,74689,0.0,3.540023885712756,56933,17594,4,150,8,74689,23.367747601299843,0.99,3.87
2014,3,2014-07-01,Misiones,75327,0.0,3.5775238575714927,56933,18373,4,3,14,75327,23.567356954345527,0.85,1.05
2014,4,2014-10-01,Misiones,77222,7.0,4.025619961413459,58435,18613,16,150,15,77229,24.162430605588312,2.46,11.13
2015,1,2015-01-01,Misiones,85139,7.0,4.973004251321198,58262,26836,30,5,13,85146,26.305604105190643,8.15,19.05
2015,2,2015-04-01,Misiones,88512,7.0,5.327562649676923,59179,29283,37,5,15,88519,27.34768244882168,3.81,6.66
2015,3,2015-07-01,Misiones,91615,7.0,5.634289050903693,59921,31635,46,5,15,91622,28.306345093436885,3.39,5.44
2015,4,2015-10-01,Misiones,92846,7.0,5.9022914436487,60252,32533,48,5,15,92853,28.68665889154237,1.33,4.54
2016,1,2016-01-01,Misiones,92951,7.0,6.000968717380309,59538,33330,70,5,15,92958,28.36765259095629,-1.12,1.64
2016,2,2016-04-01,Misiones,95808,7.0,6.233660566754793,59573,36145,77,5,15,95815,29.239512823021972,2.98,3.73
2016,3,2016-07-01,Misiones,97997,0.0,6.741222269842242,59776,38130,79,5,7,97997,29.905385775898186,2.23,7.53
2016,4,2016-10-01,Misiones,97390,0.0,7.109475809101364,57983,39294,100,5,8,97390,29.720149807797423,-0.62,5.18
2017,1,2017-01-01,Misiones,97619,0.0,7.341041988916319,57363,40142,101,5,8,97619,29.522202363131044,-0.67,3.15
2017,2,2017-04-01,Misiones,99794,0.0,7.604338490520663,56752,42925,103,5,9,99794,30.089248025085933,1.88,3.46
2017,3,2017-07-01,Misiones,100476,0.0,8.430383025286991,56472,43880,110,5,9,100476,30.205990933031902,0.39,9.8
2017,4,2017-10-01,Misiones,103895,0.0,11.324123723249611,56271,47470,95,5,54,103895,31.14218485379854,3.01,25.55
2018,1,2018-01-01,Misiones,103580,0.0,12.082189465143012,56311,46880,328,5,56,103580,30.95673588446963,-0.6,6.27
2018,2,2018-04-01,Misiones,106147,963.879350348028,11.759657402552,57265,47923,512,391,56,106147,31.630907682221824,2.13,-2.74
2018,3,2018-07-01,Misiones,108042,0.0,12.487485758721087,56290,50793,512,391,56,108042,32.10366641805902,1.47,5.83
2018,4,2018-10-01,Misiones,116273,0.0,12.495112674155788,55500,53673,465,426,6209,116273,34.4507488777944,6.81,0.06
2019,1,2019-01-01,Misiones,122720,0.0,12.512773459683505,54898,59214,465,426,7717,122720,36.25716826552349,4.98,0.14
2019,2,2019-04-01,Misiones,132878,0.0,14.50130254739236,55373,64272,543,421,12269,132878,39.14612554169944,7.38,13.71
2019,3,2019-07-01,Misiones,133883,0.0,17.931522461372833,54493,65872,829,419,12270,133883,39.33292986744382,0.47,19.13
2019,4,2019-10-01,Misiones,135813,0.0,20.32034743574273,53116,69676,847,441,11733,135813,39.78923684048622,1.15,11.76
2020,1,2020-01-01,Misiones,133552,0.0,22.148213068436263,51458,69452,1220,460,10962,133552,39.01834755171205,-1.98,8.25
2020,2,2020-04-01,Misiones,140340,0.0,22.560122617583183,50792,74497,2579,3319,9153,140340,40.88779600969606,4.57,1.83
2020,3,2020-07-01,Misiones,143186,0.0,24.14176187252152,50195,77989,2572,3445,8985,143186,41.60448628544863,1.72,6.55
2020,4,2020-10-01,Misiones,147161,0.0,24.956617779680364,49462,79855,6589,4359,6896,147161,42.64411416119227,2.44,3.27
2021,1,2021-01-01,Misiones,149387,0.0,25.076826126081443,48292,82339,7064,4796,6896,149387,43.172438905971845,1.22,0.48
2021,2,2021-04-01,Misiones,156176,0.0,28.682221735396933,44960,87861,10376,5317,7662,156176,45.0128113119994,4.09,12.57
2021,3,2021-07-01,Misiones,158528,0.0,30.87871831426499,43230,89469,10969,7198,7662,158528,45.57065365808786,1.22,7.11
2021,4,2021-10-01,Misiones,171132,0.0,38.90334925090757,41778,92068,22035,7649,7602,171132,49.06462073058497,7.12,20.63
2022,1,2022-01-01,Misiones,171508,0.0,41.87,39147,91752,25178,7807,7624,171508,49.04334199772953,-0.04,7.09
2022,2,2022-04-01,Misiones,178813,0.0,46.23,37208,89260,33649,11074,7622,178813,51.0,3.84,9.43
2022,3,2022-07-01,Misiones,182157,0.0,49.3,35513,88902,39046,11074,7622,182157,51.82,1.58,6.23
2022,4,2022-10-01,Misiones,186269,0.0,91.24,33204,87202,46885,11075,7903,186269,52.85,1.95,45.97
2014,1,2014-01-01,Neuquén,88077,2303.0,3.5493016508254125,47790,28161,997,10381,3051,90380,49.79160519138556,,
2014,2,2014-04-01,Neuquén,90053,2235.0,3.6647043380451545,47767,29776,997,10765,2983,92288,50.84274905844866,2.07,3.15
2014,3,2014-07-01,Neuquén,100099,2268.0,3.7429104879160966,54458,30964,1000,12858,3087,102367,56.39541102706976,9.85,2.09
2014,4,2014-10-01,Neuquén,92999,2397.0,3.850772582597391,47721,31778,1014,11853,3030,95396,52.55498969724957,-7.31,2.8
2015,1,2015-01-01,Neuquén,93373,2369.0,3.911491638198585,47518,32152,1024,12088,2960,95742,51.95443673810251,-1.16,1.55
2015,2,2015-04-01,Neuquén,95644,2241.0,4.059617737533036,47078,34183,1044,12781,2799,97885,53.11733659323144,2.19,3.65
2015,3,2015-07-01,Neuquén,98376,2240.0,4.2299439848957405,47102,36620,1045,13051,2798,100616,54.59931489671118,2.71,4.03
2015,4,2015-10-01,Neuquén,105122,2294.0,4.355592861552936,51680,38902,1048,12934,2852,107416,58.2893377687955,6.33,2.88
2016,1,2016-01-01,Neuquén,101969,2292.0,4.420493149015266,51702,36122,1085,12502,2850,104261,55.75393700425406,-4.55,1.47
2016,2,2016-04-01,Neuquén,108224,2291.0,4.86640695565863,51742,42370,1088,12466,2849,110515,59.09828553366204,5.66,9.16
2016,3,2016-07-01,Neuquén,110491,2112.0,5.292166864731292,51752,44739,1093,12402,2617,112603,60.21485088853954,1.85,8.05
2016,4,2016-10-01,Neuquén,111723,2112.0,5.678446306542373,51742,46389,1124,11910,2670,113835,60.873667228199054,1.08,6.8
2017,1,2017-01-01,Neuquén,113227,2112.0,6.0348361444213925,51771,48109,1124,11665,2670,115339,61.02302006782746,0.24,5.91
2017,2,2017-04-01,Neuquén,115321,2112.0,6.700610698446883,51794,50283,1133,11545,2678,117433,61.91013427666159,1.43,9.94
2017,3,2017-07-01,Neuquén,113755,2029.0,8.16517738570226,48001,52468,1044,11576,2695,115784,60.8304131050389,-1.77,17.94
2017,4,2017-10-01,Neuquén,114965,2006.0,10.719151524540267,46739,54119,1017,12404,2692,116971,61.24232317785096,0.67,23.83
2018,1,2018-01-01,Neuquén,115897,2006.0,11.96045995607415,46714,55072,1000,12404,2713,117903,61.517390351563726,0.45,10.38
2018,2,2018-04-01,Neuquén,113842,2006.0,13.365011560107956,46633,52855,998,12649,2713,115848,60.23679161402031,-2.13,10.51
2018,3,2018-07-01,Neuquén,114713,2005.0,14.674244286624784,46602,54129,998,12277,2712,116718,60.48661674396911,0.41,8.92
2018,4,2018-10-01,Neuquén,112309,2056.0,15.89123364607043,40747,55634,3115,12425,2444,114365,59.06916926636779,-2.4,7.66
2019,1,2019-01-01,Neuquén,112321,2056.0,15.88465326391522,40747,55634,3114,12510,2372,114377,58.87800433437489,-0.32,-0.04
2019,2,2019-04-01,Neuquén,120954,1999.0,17.242865250195976,43420,59021,4983,12792,2737,122953,63.0809643276744,6.66,7.88
2019,3,2019-07-01,Neuquén,123435,1986.0,23.74841515996666,43347,60484,5560,13512,2518,125421,64.13887269491578,1.65,27.39
2019,4,2019-10-01,Neuquén,116069,376.0,26.01988431478295,29826,60970,10549,14246,854,116445,59.35590092822445,-8.06,8.73
2020,1,2020-01-01,Neuquén,121354,373.0,27.76828207897622,29305,65951,11031,14711,729,121727,61.84749362355069,4.03,6.3
2020,2,2020-04-01,Neuquén,125799,373.0,29.100147623878517,30256,67990,11037,15755,1134,126172,63.89846903376432,3.21,4.58
2020,3,2020-07-01,Neuquén,128862,373.0,31.46090402703376,30222,70446,11043,16787,737,129235,65.24417025530218,2.06,7.5
2020,4,2020-10-01,Neuquén,132762,373.0,33.90786486677393,30468,70614,13732,17689,632,133135,67.00234522048092,2.62,7.22
2021,1,2021-01-01,Neuquén,132862,373.0,34.23850264753642,30223,70457,14171,17752,632,133235,66.84208942045272,-0.24,0.97
2021,2,2021-04-01,Neuquén,137877,373.0,36.10972145846688,30083,72690,15619,19218,640,138250,69.14021084638621,3.32,5.18
2021,3,2021-07-01,Neuquén,139436,373.0,38.34222315428742,29650,73794,16455,19270,640,139809,69.70653344501615,0.81,5.82
2021,4,2021-10-01,Neuquén,146989,477.0,40.092530111167584,29175,72761,23253,21531,746,147466,73.30016254020012,4.9,4.37
2022,1,2022-01-01,Neuquén,149208,471.0,43.05,28443,73200,24193,23098,745,149679,74.17305509992715,1.18,6.87
2022,2,2022-04-01,Neuquén,161500,468.0,46.53,29749,74905,28824,27371,1119,161968,80.02,7.31,7.48
2022,3,2022-07-01,Neuquén,162693,468.0,47.81,29352,75815,29396,27482,1116,163161,80.37,0.44,2.68
2022,4,2022-10-01,Neuquén,159712,468.0,95.37,28609,72679,31567,23815,3510,160180,78.67,-2.16,49.87
2014,1,2014-01-01,Río Negro,93909,1157.0,3.353796318189495,64886,24156,876,3576,1572,95066,44.913957131788514,,
2014,2,2014-04-01,Río Negro,94812,1145.0,3.4286257504445143,64920,24944,876,3657,1560,95957,45.33491032014632,0.93,2.18
2014,3,2014-07-01,Río Negro,96629,1151.0,3.4799791702900404,65264,26590,888,3533,1505,97780,46.19618715783015,1.86,1.48
2014,4,2014-10-01,Río Negro,95050,1210.0,3.543129254254254,66307,23703,901,3819,1530,96260,45.47806275120403,-1.58,1.78
2015,1,2015-01-01,Río Negro,96145,1188.0,3.585297088257377,66274,25217,907,3473,1462,97333,45.32694907202778,-0.33,1.18
2015,2,2015-04-01,Río Negro,97640,1087.0,3.666734448621427,66738,26268,916,3457,1348,98727,45.97612013432327,1.41,2.22
2015,3,2015-07-01,Río Negro,98529,1085.0,3.7368314562024914,66806,27130,917,3415,1346,99614,46.389186656745146,0.89,1.88
2015,4,2015-10-01,Río Negro,98655,1067.0,3.768932299598505,66851,27221,915,3407,1328,99722,46.43948111494307,0.11,0.85
2016,1,2016-01-01,Río Negro,98745,1077.0,3.826659196828916,66894,27312,937,3341,1338,99822,45.83512638708331,-1.32,1.51
2016,2,2016-04-01,Río Negro,99631,1073.0,3.976616411905147,67031,28100,939,3300,1334,100704,46.24011307812744,0.88,3.77
2016,3,2016-07-01,Río Negro,100024,1002.0,4.162924282482748,67043,28496,942,3293,1252,101026,46.38796536215942,0.32,4.48
2016,4,2016-10-01,Río Negro,100020,1000.0,4.369930463165329,67057,28474,954,3274,1261,101020,46.38521035065572,-0.01,4.74
2017,1,2017-01-01,Río Negro,100288,1000.0,4.449448877971685,67075,28785,954,3213,1261,101288,46.02953874119518,-0.77,1.79
2017,2,2017-04-01,Río Negro,100621,998.0,4.741350857381452,67038,29147,961,3213,1260,101619,46.02080512293318,-0.02,6.16
2017,3,2017-07-01,Río Negro,106393,1103.0,5.487278804673885,69301,30018,1106,3054,4017,107496,48.51865893950063,5.15,13.59
2017,4,2017-10-01,Río Negro,108702,1062.0,8.045522324672751,68690,30451,1250,4259,5114,109764,49.37562976824529,1.74,31.8
2018,1,2018-01-01,Río Negro,110057,1062.0,8.976243194361576,68769,31712,1251,4259,5128,111119,49.816861312232405,0.89,10.37
2018,2,2018-04-01,Río Negro,111176,1059.0,9.509595114373948,68667,32795,1252,4396,5125,112235,50.1478946239634,0.66,5.61
2018,3,2018-07-01,Río Negro,112433,1059.0,10.06446008106754,68590,33474,1252,5051,5125,113492,50.54264808703746,0.78,5.51
2018,4,2018-10-01,Río Negro,115922,915.0,10.487005565275494,68377,34292,1299,8037,4832,116837,51.86140345426057,2.54,4.03
2019,1,2019-01-01,Río Negro,120173,915.0,10.488420648136287,68377,34124,3994,9736,4857,121088,53.57164978100252,3.19,0.01
2019,2,2019-04-01,Río Negro,137632,915.0,11.628050204319909,67841,36527,4037,10485,19657,138547,61.0942074999118,12.31,9.8
2019,3,2019-07-01,Río Negro,143391,904.0,15.983718503999242,67478,37425,9739,10806,18847,144295,63.42470088700958,3.67,27.25
2019,4,2019-10-01,Río Negro,126636,504.0,17.17699897385603,49747,37933,9658,11437,18365,127140,55.70500968287489,-13.86,6.95
2020,1,2020-01-01,Río Negro,125699,501.0,19.06030056406124,47756,38479,10381,11222,18362,126200,55.11566865962362,-1.07,9.88
2020,2,2020-04-01,Río Negro,128985,501.0,19.679596047283173,49756,39650,10382,11331,18367,129486,56.36933524879196,2.22,3.15
2020,3,2020-07-01,Río Negro,130966,501.0,21.07777870325876,49530,40001,10381,13187,18368,131467,57.05240591584501,1.2,6.63
2020,4,2020-10-01,Río Negro,140709,501.0,21.636719189849995,48991,42022,17826,13994,18377,141210,61.08861548045476,6.61,2.58
2021,1,2021-01-01,Río Negro,140667,501.0,21.92390676083096,48777,42192,17828,13994,18377,141168,60.87924030325769,-0.34,1.31
2021,2,2021-04-01,Río Negro,143583,501.0,23.74844668144268,48189,43761,18727,15031,18376,144084,61.94204057417748,1.72,7.68
2021,3,2021-07-01,Río Negro,144084,501.0,25.400065197148727,47934,44519,18725,15031,18376,144585,61.967213114754095,0.04,6.5
2021,4,2021-10-01,Río Negro,153189,564.0,27.20317045489215,42037,44495,32212,16558,18451,153753,65.69489961160652,5.67,6.63
2022,1,2022-01-01,Río Negro,156821,553.0,31.09,38662,45366,38037,16815,18494,157374,67.03640754987029,2.0,12.5
2022,2,2022-04-01,Río Negro,159216,548.0,33.26,36050,47040,40946,16760,18968,159764,67.85,1.2,6.52
2022,3,2022-07-01,Río Negro,160010,548.0,34.13,35552,48260,41017,16760,18969,160558,67.98,0.19,2.55
2022,4,2022-10-01,Río Negro,161544,548.0,75.31,34043,48401,43958,16277,19413,162092,68.42,0.64,54.68
2014,1,2014-01-01,Salta,91265,25.0,3.3009019792545207,73131,17538,45,8,568,91290,28.69955950963068,,
2014,2,2014-04-01,Salta,91949,25.0,3.391137751108792,73841,17504,45,7,577,91974,28.91459400086288,0.74,2.66
2014,3,2014-07-01,Salta,92929,25.0,3.4109103624880306,73828,18394,43,109,580,92954,29.2226843537979,1.05,0.58
2014,4,2014-10-01,Salta,93921,26.0,3.862259431502549,76026,17289,48,6,578,93947,29.534861619577978,1.06,11.69
2015,1,2015-01-01,Salta,96793,18.0,4.022777936163619,76280,19781,47,129,574,96811,30.00978823344275,1.58,3.99
2015,2,2015-04-01,Salta,98264,3.0,4.218121645686839,77214,20297,47,129,580,98267,30.46112384270092,1.48,4.63
2015,3,2015-07-01,Salta,100570,3.0,4.4218314129775615,78064,21688,47,129,645,100573,31.175945212858437,2.29,4.61
2015,4,2015-10-01,Salta,101917,3.0,4.673467038141578,78744,22446,47,129,554,101920,31.593492648071862,1.32,5.38
2016,1,2016-01-01,Salta,102423,3.0,4.741858784571524,78973,22741,73,132,507,102426,31.315545971153234,-0.89,1.44
2016,2,2016-04-01,Salta,104929,3.0,4.749378935322928,79438,24719,85,151,539,104932,32.08172602508202,2.39,0.16
2016,3,2016-07-01,Salta,107790,1.0,5.052874436550483,80866,26113,90,157,565,107791,32.95583168118035,2.65,6.01
2016,4,2016-10-01,Salta,106934,1.0,5.220883577846971,79389,26657,110,158,621,106935,32.69411973937546,-0.8,3.22
2017,1,2017-01-01,Salta,107632,1.0,5.335371217821875,79837,26845,114,158,679,107633,32.57548931482305,-0.36,2.15
2017,2,2017-04-01,Salta,108540,1.0,5.756213134839845,80184,27280,115,158,804,108541,32.739420263626215,0.5,7.31
2017,3,2017-07-01,Salta,132517,1.0,6.133146206896552,80782,50284,127,158,1167,132518,39.839700806907416,17.82,6.15
2017,4,2017-10-01,Salta,132811,1.0,8.451742767775633,80705,50446,127,158,1376,132812,39.79624247145896,-0.11,27.43
2018,1,2018-01-01,Salta,133182,1.0,9.1894409821995,79936,51534,118,204,1391,133183,39.7755916329188,-0.05,8.03
2018,2,2018-04-01,Salta,134166,1.0,8.928271706442677,78386,53478,678,234,1391,134167,39.93719209989731,0.4,-2.93
2018,3,2018-07-01,Salta,132882,1.0,9.265848177562406,76600,53980,678,234,1391,132883,39.42741342068409,-1.29,3.64
2018,4,2018-10-01,Salta,134577,1.0,10.45728408913591,74295,57539,638,253,1853,134578,39.80161006973815,0.94,11.39
2019,1,2019-01-01,Salta,136019,1.0,10.37710001396946,74426,57933,647,1135,1879,136020,40.09834441771615,0.74,-0.77
2019,2,2019-04-01,Salta,142567,1.0,12.548748750601565,68827,62343,725,1210,9463,142568,41.89319832036978,4.28,17.31
2019,3,2019-07-01,Salta,151834,1.0,14.746465244455525,65799,74329,733,1580,9394,151835,44.47617792228716,5.81,14.9
2019,4,2019-10-01,Salta,172443,2.0,19.08357302283381,63272,76062,21865,3040,8206,172445,50.35463892238824,11.67,22.73
2020,1,2020-01-01,Salta,170379,2.0,21.425047243902736,60426,75593,23025,4125,7212,170381,49.59568027012866,-1.53,10.93
2020,2,2020-04-01,Salta,177760,2.0,22.55853618795662,59502,81740,24289,5123,7108,177762,51.58158335340357,3.85,5.02
2020,3,2020-07-01,Salta,180844,2.0,25.261155924027737,58216,84128,25445,5764,7293,180846,52.31571212848803,1.4,10.7
2020,4,2020-10-01,Salta,187388,2.0,25.32243965074473,56659,87817,30604,5858,6452,187390,54.04275200147659,3.2,0.24
2021,1,2021-01-01,Salta,187572,2.0,27.31884069404982,54768,89187,31498,5669,6452,187574,53.93001926339093,-0.21,7.31
2021,2,2021-04-01,Salta,191637,2.0,29.239354220742428,51396,96016,32050,5724,6453,191639,54.930090174788894,1.82,6.57
2021,3,2021-07-01,Salta,195831,2.0,31.209681857038827,49212,98318,36126,5724,6453,195833,55.9642780595842,1.85,6.31
2021,4,2021-10-01,Salta,199399,6.0,33.940639744985226,46972,99808,39555,5882,7188,199405,56.81442605762217,1.5,8.05
2022,1,2022-01-01,Salta,197510,5.0,36.71,44714,98667,40994,5950,7190,197515,56.10759340849759,-1.26,7.54
2022,2,2022-04-01,Salta,203172,5.0,38.77,42665,96178,47076,10068,7190,203177,57.54,2.49,5.31
2022,3,2022-07-01,Salta,204536,5.0,41.33,40006,96984,50254,10082,7215,204541,57.76,0.38,6.19
2022,4,2022-10-01,Salta,205855,5.0,75.93,36939,97023,53470,11884,6544,205860,57.96,0.35,45.57
2014,1,2014-01-01,San Juan,50543,755.0,3.4691384597491712,48161,434,722,808,1173,51298,27.59549302299609,,
2014,2,2014-04-01,San Juan,50891,755.0,3.4724840645935795,48161,451,722,1139,1173,51646,27.782697817958912,0.67,0.1
2014,3,2014-07-01,San Juan,51031,748.0,3.473725985590389,48272,451,731,1199,1126,51779,27.854244478102743,0.26,0.04
2014,4,2014-10-01,San Juan,51390,729.0,3.4752201692281126,48653,451,740,1202,1073,52119,28.037145714560676,0.65,0.04
2015,1,2015-01-01,San Juan,51117,702.0,3.4769891700932414,48441,451,755,1165,1007,51819,27.553192759766446,-1.76,0.05
2015,2,2015-04-01,San Juan,51367,621.0,3.478919289066708,48670,451,770,1189,908,51988,27.64305342045848,0.33,0.06
2015,3,2015-07-01,San Juan,51409,621.0,3.4810928203738825,48670,451,770,1231,908,52030,27.66538565566005,0.08,0.06
2015,4,2015-10-01,San Juan,51408,621.0,3.481604116955732,48670,451,770,1230,908,52029,27.6648539357743,-0.0,0.01
2016,1,2016-01-01,San Juan,51373,621.0,3.485523490760477,48670,451,770,1195,908,51994,27.330794110004312,-1.22,0.11
2016,2,2016-04-01,San Juan,51392,621.0,3.4883718294284334,48670,451,770,1214,908,52013,27.34078151409113,0.04,0.08
2016,3,2016-07-01,San Juan,51348,620.0,3.4890674462877342,48670,451,770,1174,903,51968,27.31712713599077,-0.09,0.02
2016,4,2016-10-01,San Juan,51301,620.0,3.491135554044867,48670,451,772,1121,907,51921,27.292421452197058,-0.09,0.06
2017,1,2017-01-01,San Juan,51253,620.0,3.492435161246428,48670,451,772,1073,907,51873,27.03676098842391,-0.95,0.04
2017,2,2017-04-01,San Juan,51261,620.0,3.492033809523809,48670,451,772,1073,915,51881,26.96461612024698,-0.27,-0.01
2017,3,2017-07-01,San Juan,61789,660.0,3.4497842064911834,54499,5068,816,1053,1013,62449,32.36688935995978,16.69,-1.22
2017,4,2017-10-01,San Juan,57965,659.0,5.832260073010133,54079,451,812,2246,1036,58624,30.29992919128174,-6.82,40.85
2018,1,2018-01-01,San Juan,62610,658.0,5.850581035549749,54080,5068,826,2246,1048,63268,32.60917745169287,7.08,0.31
2018,2,2018-04-01,San Juan,63443,658.0,5.845597830692315,54080,5068,826,3079,1048,64101,32.94664884868421,1.02,-0.09
2018,3,2018-07-01,San Juan,63823,658.0,5.738204725877363,54025,5838,826,2744,1048,64481,33.05141650392377,0.32,-1.87
2018,4,2018-10-01,San Juan,61834,564.0,5.715266539357845,51660,5838,806,2883,1211,62398,31.89625207025579,-3.62,-0.4
2019,1,2019-01-01,San Juan,61881,564.0,5.839263189429536,51660,5838,808,2932,1207,62445,31.833058053465464,-0.2,2.12
2019,2,2019-04-01,San Juan,69461,564.0,6.118522013069041,51680,7425,1174,2870,6876,70025,35.59971733748176,10.58,4.56
2019,3,2019-07-01,San Juan,72535,563.0,6.038229508650902,51670,7425,1227,7241,5535,73098,37.06231303554226,3.95,-1.33
2019,4,2019-10-01,San Juan,64715,259.0,6.040171698468491,41360,6338,4931,7241,5104,64974,32.85497572815534,-12.81,0.03
2020,1,2020-01-01,San Juan,63975,256.0,6.036984591484099,40092,6448,5508,7082,5101,64231,32.392292136304725,-1.43,-0.05
2020,2,2020-04-01,San Juan,69521,256.0,6.308614963196474,40092,8275,5509,7019,8882,69777,35.09485776365026,7.7,4.31
2020,3,2020-07-01,San Juan,77071,256.0,6.027864793582682,40092,9223,5509,14023,8480,77327,38.78995525412846,9.53,-4.66
2020,4,2020-10-01,San Juan,72340,256.0,6.412867397953183,40072,7004,6599,10468,8453,72596,36.32088215575813,-6.8,6.0
2021,1,2021-01-01,San Juan,78011,256.0,6.910089995382067,40072,11589,6671,11482,8453,78267,39.055194335357605,7.0,7.2
2021,2,2021-04-01,San Juan,78677,256.0,6.993162601626016,40072,12369,6673,11372,8447,78933,39.28402570062062,0.58,1.19
2021,3,2021-07-01,San Juan,79227,256.0,7.041300820394967,40072,12922,6670,11372,8447,79483,39.4554480019856,0.43,0.68
